,index_x,Reporter_Country Code_x,Reporter_Countries,Partner_Countries,Item,Element,Unit,index_y,Reporter_Country_Code_y,quantity_sum,reporter_codes,variable,value
29,2557415,230,Ukraine,Ethiopia,Wheat,Export Quantity,tonnes,10624667,944,861383.0,ETH,quantity,175026.0
30,2044765,185,Russian Federation,Finland,Wheat,Export Quantity,tonnes,16463540,1761,122448.0,FIN,quantity,88087.0
31,2045276,185,Russian Federation,Gabon,Wheat,Export Quantity,tonnes,3330085,286,110982.0,GAB,quantity,12650.0
32,2045286,185,Russian Federation,Gambia,Wheat,Export Quantity,tonnes,5958105,526,87489.0,GMB,quantity,52700.0
33,2045696,185,Russian Federation,Georgia,Wheat,Export Quantity,tonnes,11300316,991,615559.0,GEO,quantity,588392.0
34,2558510,230,Ukraine,Georgia,Wheat,Export Quantity,tonnes,11300316,991,615559.0,GEO,quantity,48.0
35,2046264,185,Russian Federation,Germany,Wheat,Export Quantity,tonnes,41073866,4182,3944767.0,DEU,quantity,434.0
36,2559059,230,Ukraine,Germany,Wheat,Export Quantity,tonnes,41073866,4182,3944767.0,DEU,quantity,7127.0
37,2046333,185,Russian Federation,Ghana,Wheat,Export Quantity,tonnes,10707277,934,803924.0,GHA,quantity,232939.0
38,2046697,185,Russian Federation,Greece,Wheat,Export Quantity,tonnes,27115708,2469,946595.0,GRC,quantity,147495.0
39,2559524,230,Ukraine,Greece,Wheat,Export Quantity,tonnes,27115708,2469,946595.0,GRC,quantity,87216.0
40,2046874,185,Russian Federation,Guinea,Wheat,Export Quantity,tonnes,11099671,962,350857.0,GIN,quantity,60000.0
41,2047838,185,Russian Federation,Indonesia,Wheat,Export Quantity,tonnes,13035281,1115,9688980.0,IDN,quantity,2961.0
42,2560680,230,Ukraine,Indonesia,Wheat,Export Quantity,tonnes,13035281,1115,9688980.0,IDN,quantity,2718664.0
43,2048123,185,Russian Federation,Iraq,Wheat,Export Quantity,tonnes,18027322,1813,21931.0,IRQ,quantity,52.0
44,2048680,185,Russian Federation,Israel,Wheat,Export Quantity,tonnes,22700681,1955,1636545.0,ISR,quantity,541126.0
45,2561573,230,Ukraine,Israel,Wheat,Export Quantity,tonnes,22700681,1955,1636545.0,ISR,quantity,280474.0
46,2049138,185,Russian Federation,Italy,Wheat,Export Quantity,tonnes,41102665,4026,7588303.0,ITA,quantity,92525.0
47,2562030,230,Ukraine,Italy,Wheat,Export Quantity,tonnes,41102665,4026,7588303.0,ITA,quantity,219209.0
48,2049678,185,Russian Federation,Jordan,Wheat,Export Quantity,tonnes,14286936,1255,1220301.0,JOR,quantity,292713.0
49,2562456,230,Ukraine,Jordan,Wheat,Export Quantity,tonnes,14286936,1255,1220301.0,JOR,quantity,224077.0
50,2050318,185,Russian Federation,Kazakhstan,Wheat,Export Quantity,tonnes,16866377,1478,524904.0,KAZ,quantity,523958.0
51,2562726,230,Ukraine,Kazakhstan,Wheat,Export Quantity,tonnes,16866377,1478,524904.0,KAZ,quantity,89.0
52,2050438,185,Russian Federation,Kenya,Wheat,Export Quantity,tonnes,20224561,1780,1882666.0,KEN,quantity,602137.0
53,2562799,230,Ukraine,Kenya,Wheat,Export Quantity,tonnes,20224561,1780,1882666.0,KEN,quantity,84444.0
54,2051092,185,Russian Federation,Kyrgyzstan,Wheat,Export Quantity,tonnes,3395841,293,186433.0,KGZ,quantity,131132.0
55,2051574,185,Russian Federation,Latvia,Wheat,Export Quantity,tonnes,17684854,1516,954352.0,LVA,quantity,374872.0
56,2051756,185,Russian Federation,Lebanon,Wheat,Export Quantity,tonnes,17311764,1490,1219460.0,LBN,quantity,159364.0
57,2563611,230,Ukraine,Lebanon,Wheat,Export Quantity,tonnes,17311764,1490,1219460.0,LBN,quantity,669663.0
58,2051870,185,Russian Federation,Liberia,Wheat,Export Quantity,tonnes,5742794,495,35676.0,LBR,quantity,12600.0
59,2051911,185,Russian Federation,Libya,Wheat,Export Quantity,tonnes,14881928,1331,1132493.0,LBY,quantity,170699.0
60,2563894,230,Ukraine,Libya,Wheat,Export Quantity,tonnes,14881928,1331,1132493.0,LBY,quantity,546410.0
61,2052413,185,Russian Federation,Lithuania,Wheat,Export Quantity,tonnes,27020200,2489,325711.0,LTU,quantity,170002.0
62,2052542,185,Russian Federation,Madagascar,Wheat,Export Quantity,tonnes,4607603,404,69012.0,MDG,quantity,36000.0
63,2052554,185,Russian Federation,Malawi,Wheat,Export Quantity,tonnes,3625780,318,59309.0,MWI,quantity,46554.0
64,2052742,185,Russian Federation,Malaysia,Wheat,Export Quantity,tonnes,17622971,1523,1385213.0,MYS,quantity,53248.0
65,2564555,230,Ukraine,Malaysia,Wheat,Export Quantity,tonnes,17622971,1523,1385213.0,MYS,quantity,395193.0
66,2052775,185,Russian Federation,Mali,Wheat,Export Quantity,tonnes,5054218,448,357121.0,MLI,quantity,137025.0
67,2052808,185,Russian Federation,Malta,Wheat,Export Quantity,tonnes,8762724,767,14074.0,MLT,quantity,5796.0
68,2052892,185,Russian Federation,Mauritania,Wheat,Export Quantity,tonnes,12690404,1095,695692.0,MRT,quantity,158106.0
69,2565086,230,Ukraine,Mauritania,Wheat,Export Quantity,tonnes,12690404,1095,695692.0,MRT,quantity,126117.0
70,2053106,185,Russian Federation,Mexico,Wheat,Export Quantity,tonnes,8651723,747,4117763.0,MEX,quantity,96040.0
71,2565231,230,Ukraine,Mexico,Wheat,Export Quantity,tonnes,8651723,747,4117763.0,MEX,quantity,32740.0
72,2053430,185,Russian Federation,Mongolia,Wheat,Export Quantity,tonnes,2053430,185,177705.0,MNG,quantity,177705.0
73,2053680,185,Russian Federation,Morocco,Wheat,Export Quantity,tonnes,25860092,2239,5394037.0,MAR,quantity,426486.0
74,2565611,230,Ukraine,Morocco,Wheat,Export Quantity,tonnes,25860092,2239,5394037.0,MAR,quantity,952039.0
75,2053704,185,Russian Federation,Mozambique,Wheat,Export Quantity,tonnes,19729628,1729,928684.0,MOZ,quantity,349558.0
76,2565642,230,Ukraine,Mozambique,Wheat,Export Quantity,tonnes,19729628,1729,928684.0,MOZ,quantity,103500.0
77,2053773,185,Russian Federation,Namibia,Wheat,Export Quantity,tonnes,8442120,730,127843.0,NAM,quantity,83704.0
78,2054294,185,Russian Federation,Netherlands,Wheat,Export Quantity,tonnes,38083002,3740,3991241.0,NLD,quantity,1455.0
79,2566211,230,Ukraine,Netherlands,Wheat,Export Quantity,tonnes,38083002,3740,3991241.0,NLD,quantity,21260.0
80,2054562,185,Russian Federation,Nicaragua,Wheat,Export Quantity,tonnes,5985765,509,184634.0,NIC,quantity,102402.0
81,2054648,185,Russian Federation,Nigeria,Wheat,Export Quantity,tonnes,20341684,1760,5902528.0,NGA,quantity,998131.0
82,2055077,185,Russian Federation,Norway,Wheat,Export Quantity,tonnes,21606608,2030,285859.0,NOR,quantity,21969.0
83,2055111,185,Russian Federation,Oman,Wheat,Export Quantity,tonnes,9865963,862,653069.0,OMN,quantity,429095.0
84,2566932,230,Ukraine,Oman,Wheat,Export Quantity,tonnes,9865963,862,653069.0,OMN,quantity,24151.0
85,2055239,185,Russian Federation,Pakistan,Wheat,Export Quantity,tonnes,7254510,620,2850310.0,PAK,quantity,1173081.0
86,2567039,230,Ukraine,Pakistan,Wheat,Export Quantity,tonnes,7254510,620,2850310.0,PAK,quantity,1244446.0
87,2055782,185,Russian Federation,Philippines,Wheat,Export Quantity,tonnes,18370885,1574,6635837.0,PHL,quantity,554743.0
88,2567680,230,Ukraine,Philippines,Wheat,Export Quantity,tonnes,18370885,1574,6635837.0,PHL,quantity,631966.0
89,2056273,185,Russian Federation,Poland,Wheat,Export Quantity,tonnes,26473160,2713,790767.0,POL,quantity,1049.0
90,2568261,230,Ukraine,Poland,Wheat,Export Quantity,tonnes,26473160,2713,790767.0,POL,quantity,3968.0
91,2056544,185,Russian Federation,Qatar,Wheat,Export Quantity,tonnes,16456012,1434,206589.0,QAT,quantity,82000.0
92,2568580,230,Ukraine,Qatar,Wheat,Export Quantity,tonnes,16456012,1434,206589.0,QAT,quantity,40611.0
93,2056891,185,Russian Federation,Republic of Korea,Wheat,Export Quantity,tonnes,15317702,1560,3417330.0,KOR ,quantity,82041.0
94,2568802,230,Ukraine,Republic of Korea,Wheat,Export Quantity,tonnes,15317702,1560,3417330.0,KOR ,quantity,322449.0
95,2057292,185,Russian Federation,Republic of Moldova,Wheat,Export Quantity,tonnes,8439257,862,4224.0,MDA,quantity,64.0
96,2569218,230,Ukraine,Republic of Moldova,Wheat,Export Quantity,tonnes,8439257,862,4224.0,MDA,quantity,3948.0
97,2057498,185,Russian Federation,Romania,Wheat,Export Quantity,tonnes,21645727,2320,1430810.0,ROU,quantity,56159.0
98,2057526,185,Russian Federation,Rwanda,Wheat,Export Quantity,tonnes,6930104,605,70256.0,RWA,quantity,64883.0
99,2057642,185,Russian Federation,Saudi Arabia,Wheat,Export Quantity,tonnes,22714211,1939,3109470.0,SAU,quantity,246520.0
100,2570522,230,Ukraine,Saudi Arabia,Wheat,Export Quantity,tonnes,22714211,1939,3109470.0,SAU,quantity,64159.0
101,2057704,185,Russian Federation,Senegal,Wheat,Export Quantity,tonnes,5985689,507,599509.0,SEN,quantity,339118.0
102,2057993,185,Russian Federation,Serbia,Wheat,Export Quantity,tonnes,22190178,2139,56380.0,SRB,quantity,107.0
103,2570750,230,Ukraine,Serbia,Wheat,Export Quantity,tonnes,22190178,2139,56380.0,SRB,quantity,22.0
104,2058767,185,Russian Federation,Somalia,Wheat,Export Quantity,tonnes,8398530,740,75414.0,SOM,quantity,29650.0
105,2571831,230,Ukraine,Somalia,Wheat,Export Quantity,tonnes,8398530,740,75414.0,SOM,quantity,40000.0
106,2058967,185,Russian Federation,South Africa,Wheat,Export Quantity,tonnes,20335107,1691,2174258.0,ZAF,quantity,554209.0
107,2572010,230,Ukraine,South Africa,Wheat,Export Quantity,tonnes,20335107,1691,2174258.0,ZAF,quantity,60007.0
108,2059388,185,Russian Federation,Spain,Wheat,Export Quantity,tonnes,32285100,3023,3321765.0,ESP,quantity,21489.0
109,2572413,230,Ukraine,Spain,Wheat,Export Quantity,tonnes,32285100,3023,3321765.0,ESP,quantity,372628.0
110,2059508,185,Russian Federation,Sri Lanka,Wheat,Export Quantity,tonnes,11661076,1014,1290215.0,LKA,quantity,415260.0
111,2572520,230,Ukraine,Sri Lanka,Wheat,Export Quantity,tonnes,11661076,1014,1290215.0,LKA,quantity,114854.0
112,2059557,185,Russian Federation,Sudan,Wheat,Export Quantity,tonnes,9927488,863,2429207.0,SDN,quantity,1333409.0
113,2572545,230,Ukraine,Sudan,Wheat,Export Quantity,tonnes,9927488,863,2429207.0,SDN,quantity,109549.0
114,2060228,185,Russian Federation,Switzerland,Wheat,Export Quantity,tonnes,29812250,2988,477341.0,CHE,quantity,54937.0
115,2573123,230,Ukraine,Switzerland,Wheat,Export Quantity,tonnes,29812250,2988,477341.0,CHE,quantity,10824.0
116,2060778,185,Russian Federation,Tajikistan,Wheat,Export Quantity,tonnes,3410087,293,1026041.0,TJK,quantity,5400.0
117,2061042,185,Russian Federation,Thailand,Wheat,Export Quantity,tonnes,20914235,1794,3050410.0,THA,quantity,313157.0
118,2573685,230,Ukraine,Thailand,Wheat,Export Quantity,tonnes,20914235,1794,3050410.0,THA,quantity,563449.0
119,2061060,185,Russian Federation,Togo,Wheat,Export Quantity,tonnes,3664072,318,110008.0,TGO,quantity,70000.0
120,2061212,185,Russian Federation,Tunisia,Wheat,Export Quantity,tonnes,17759256,1556,1995270.0,TUN,quantity,111267.0
121,2573907,230,Ukraine,Tunisia,Wheat,Export Quantity,tonnes,17759256,1556,1995270.0,TUN,quantity,984016.0
122,2061638,185,Russian Federation,Turkey,Wheat,Export Quantity,tonnes,32865443,3216,10801100.0,TUR,quantity,7900550.0
123,2574362,230,Ukraine,Turkey,Wheat,Export Quantity,tonnes,32865443,3216,10801100.0,TUR,quantity,1003760.0
124,2061948,185,Russian Federation,Turkmenistan,Wheat,Export Quantity,tonnes,3411982,293,70278.0,TKM,quantity,17256.0
125,2061987,185,Russian Federation,Uganda,Wheat,Export Quantity,tonnes,10447742,1078,455201.0,UGA,quantity,192265.0
126,2062570,185,Russian Federation,Ukraine,Wheat,Export Quantity,tonnes,15061142,1544,47940.0,UKR,quantity,11330.0
127,2062807,185,Russian Federation,United Arab Emirates,Wheat,Export Quantity,tonnes,18051543,1561,1297235.0,ARE,quantity,674558.0
128,2574968,230,Ukraine,United Arab Emirates,Wheat,Export Quantity,tonnes,18051543,1561,1297235.0,ARE,quantity,11090.0
129,2063278,185,Russian Federation,United Republic of Tanzania,Wheat,Export Quantity,tonnes,15051335,1311,990078.0,TZA,quantity,700911.0
130,2575545,230,Ukraine,United Republic of Tanzania,Wheat,Export Quantity,tonnes,15051335,1311,990078.0,TZA,quantity,46620.0
131,2064297,185,Russian Federation,Uzbekistan,Wheat,Export Quantity,tonnes,5554734,565,2955007.0,UZB,quantity,14102.0
132,2064649,185,Russian Federation,Viet Nam,Wheat,Export Quantity,tonnes,15766598,1520,2993862.0,VNM,quantity,464392.0
133,2576632,230,Ukraine,Viet Nam,Wheat,Export Quantity,tonnes,15766598,1520,2993862.0,VNM,quantity,268453.0
134,2064721,185,Russian Federation,Yemen,Wheat,Export Quantity,tonnes,13035970,1132,3044866.0,YEM,quantity,796103.0
135,2576680,230,Ukraine,Yemen,Wheat,Export Quantity,tonnes,13035970,1132,3044866.0,YEM,quantity,708249.0
136,2549973,230,Ukraine,Algeria,Wheat,Export Quantity,tonnes,24433656,2129,7053568.0,DZA,quantity,5400.0
137,2551039,230,Ukraine,Austria,Wheat,Export Quantity,tonnes,23470317,2585,1082716.0,AUT,quantity,246.0
138,2553436,230,Ukraine,Cambodia,Wheat,Export Quantity,tonnes,8396934,744,2697.0,KHM,quantity,365.0
139,2554196,230,Ukraine,"China, Hong Kong SAR",Wheat,Export Quantity,tonnes,10221048,1008,4517.0,HKG,quantity,905.0
140,2554735,230,Ukraine,"China, Taiwan Province of",Wheat,Export Quantity,tonnes,14635883,1252,1280640.0,TWN,quantity,8300.0
141,2556011,230,Ukraine,Czechia,Wheat,Export Quantity,tonnes,19672708,1969,137197.0,CZE,quantity,63.0
142,2556452,230,Ukraine,Djibouti,Wheat,Export Quantity,tonnes,7276873,644,53439.0,DJI,quantity,17115.0
143,2556704,230,Ukraine,Ecuador,Wheat,Export Quantity,tonnes,7575081,673,1183963.0,ECU,quantity,32636.0
144,2557337,230,Ukraine,Estonia,Wheat,Export Quantity,tonnes,10031537,867,17152.0,EST,quantity,6150.0
145,2562885,230,Ukraine,Kuwait,Wheat,Export Quantity,tonnes,10489503,908,488188.0,KWT,quantity,347.0
146,2563052,230,Ukraine,Lao People's Democratic Republic,Wheat,Export Quantity,tonnes,2563052,230,3070.0,LAO,quantity,3070.0
147,2565677,230,Ukraine,Myanmar,Wheat,Export Quantity,tonnes,13103507,1205,443792.0,MMR,quantity,49036.0
148,2566219,230,Ukraine,New Caledonia,Wheat,Export Quantity,tonnes,5838041,511,26538.0,NCL,quantity,985.0
149,2566421,230,Ukraine,New Zealand,Wheat,Export Quantity,tonnes,3911978,340,371709.0,NZL,quantity,403.0
150,2575435,230,Ukraine,United Kingdom of Great Britain and Northern Ireland,Wheat,Export Quantity,tonnes,44007131,4346,2173046.0,GBR,quantity,29022.0
151,2036341,185,Russian Federation,Armenia,Maize,Export Quantity,tonnes,7788083,669,43107.0,ARM,quantity,42518.0
152,2037076,185,Russian Federation,Austria,Maize,Export Quantity,tonnes,34217430,3522,1123635.0,AUT,quantity,3.0
153,2550841,230,Ukraine,Austria,Maize,Export Quantity,tonnes,34217430,3522,1123635.0,AUT,quantity,30.0
154,2037476,185,Russian Federation,Azerbaijan,Maize,Export Quantity,tonnes,19938185,1843,48177.0,AZE,quantity,45341.0
155,2551200,230,Ukraine,Azerbaijan,Maize,Export Quantity,tonnes,19938185,1843,48177.0,AZE,quantity,57.0
156,2038234,185,Russian Federation,Belarus,Maize,Export Quantity,tonnes,25465963,2309,87062.0,BLR,quantity,20673.0
157,2551920,230,Ukraine,Belarus,Maize,Export Quantity,tonnes,25465963,2309,87062.0,BLR,quantity,56853.0
158,2039889,185,Russian Federation,Bulgaria,Maize,Export Quantity,tonnes,27130755,2596,36580.0,BGR,quantity,120.0
159,2553103,230,Ukraine,Bulgaria,Maize,Export Quantity,tonnes,27130755,2596,36580.0,BGR,quantity,339.0
160,2041231,185,Russian Federation,"China, mainland",Maize,Export Quantity,tonnes,22680805,1918,15025884.0,CHN,quantity,202503.0
161,2554390,230,Ukraine,"China, mainland",Maize,Export Quantity,tonnes,22680805,1918,15025884.0,CHN,quantity,7712511.0
162,2042382,185,Russian Federation,Cyprus,Maize,Export Quantity,tonnes,22406486,1937,315885.0,CYP,quantity,6604.0
163,2555509,230,Ukraine,Cyprus,Maize,Export Quantity,tonnes,22406486,1937,315885.0,CYP,quantity,42172.0
164,2043246,185,Russian Federation,Denmark,Maize,Export Quantity,tonnes,35208361,3498,208532.0,DNK,quantity,2500.0
165,2043737,185,Russian Federation,Egypt,Maize,Export Quantity,tonnes,21312652,2052,10751064.0,EGY,quantity,750.0
166,2556831,230,Ukraine,Egypt,Maize,Export Quantity,tonnes,21312652,2052,10751064.0,EGY,quantity,2923875.0
167,2044087,185,Russian Federation,Estonia,Maize,Export Quantity,tonnes,24134647,2244,38544.0,EST,quantity,66.0
168,2557178,230,Ukraine,Estonia,Maize,Export Quantity,tonnes,24134647,2244,38544.0,EST,quantity,397.0
169,2044573,185,Russian Federation,Finland,Maize,Export Quantity,tonnes,23948915,2209,23797.0,FIN,quantity,7648.0
170,2557535,230,Ukraine,Finland,Maize,Export Quantity,tonnes,23948915,2209,23797.0,FIN,quantity,314.0
171,2045499,185,Russian Federation,Georgia,Maize,Export Quantity,tonnes,19114405,1778,186145.0,GEO,quantity,181495.0
172,2558344,230,Ukraine,Georgia,Maize,Export Quantity,tonnes,19114405,1778,186145.0,GEO,quantity,3384.0
173,2045993,185,Russian Federation,Germany,Maize,Export Quantity,tonnes,51898001,5154,3840499.0,DEU,quantity,18399.0
174,2558796,230,Ukraine,Germany,Maize,Export Quantity,tonnes,51898001,5154,3840499.0,DEU,quantity,318473.0
175,2046516,185,Russian Federation,Greece,Maize,Export Quantity,tonnes,26684388,2436,741862.0,GRC,quantity,15242.0
176,2047118,185,Russian Federation,Hungary,Maize,Export Quantity,tonnes,33681065,3486,123729.0,HUN,quantity,38.0
177,2559961,230,Ukraine,Hungary,Maize,Export Quantity,tonnes,33681065,3486,123729.0,HUN,quantity,25661.0
178,2049338,185,Russian Federation,Japan,Maize,Export Quantity,tonnes,37704678,3548,14816461.0,JPN,quantity,71825.0
179,2562178,230,Ukraine,Japan,Maize,Export Quantity,tonnes,37704678,3548,14816461.0,JPN,quantity,47.0
180,2049597,185,Russian Federation,Jordan,Maize,Export Quantity,tonnes,19683308,1716,736853.0,JOR,quantity,524.0
181,2562378,230,Ukraine,Jordan,Maize,Export Quantity,tonnes,19683308,1716,736853.0,JOR,quantity,38250.0
182,2050011,185,Russian Federation,Kazakhstan,Maize,Export Quantity,tonnes,20889790,1943,7804.0,KAZ,quantity,4862.0
183,2562591,230,Ukraine,Kazakhstan,Maize,Export Quantity,tonnes,20889790,1943,7804.0,KAZ,quantity,292.0
184,2050859,185,Russian Federation,Kyrgyzstan,Maize,Export Quantity,tonnes,12062646,1166,351.0,KGZ,quantity,54.0
185,2051370,185,Russian Federation,Latvia,Maize,Export Quantity,tonnes,20802199,1966,95169.0,LVA,quantity,56254.0
186,2563234,230,Ukraine,Latvia,Maize,Export Quantity,tonnes,20802199,1966,95169.0,LVA,quantity,5462.0
187,2051672,185,Russian Federation,Lebanon,Maize,Export Quantity,tonnes,21304284,1834,929125.0,LBN,quantity,5600.0
188,2563515,230,Ukraine,Lebanon,Maize,Export Quantity,tonnes,21304284,1834,929125.0,LBN,quantity,260322.0
189,2051891,185,Russian Federation,Libya,Maize,Export Quantity,tonnes,13229418,1162,770035.0,LBY,quantity,97300.0
190,2563849,230,Ukraine,Libya,Maize,Export Quantity,tonnes,13229418,1162,770035.0,LBY,quantity,495352.0
191,2052171,185,Russian Federation,Lithuania,Maize,Export Quantity,tonnes,29299909,2794,278027.0,LTU,quantity,72137.0
192,2564076,230,Ukraine,Lithuania,Maize,Export Quantity,tonnes,29299909,2794,278027.0,LTU,quantity,180482.0
193,2053277,185,Russian Federation,Mongolia,Maize,Export Quantity,tonnes,6120678,524,8080.0,MNG,quantity,8019.0
194,2054063,185,Russian Federation,Netherlands,Maize,Export Quantity,tonnes,44523457,4416,5962475.0,NLD,quantity,6889.0
195,2565973,230,Ukraine,Netherlands,Maize,Export Quantity,tonnes,44523457,4416,5962475.0,NLD,quantity,2989169.0
196,2055098,185,Russian Federation,Oman,Maize,Export Quantity,tonnes,18479417,1837,378094.0,OMN,quantity,25718.0
197,2566910,230,Ukraine,Oman,Maize,Export Quantity,tonnes,18479417,1837,378094.0,OMN,quantity,125520.0
198,2056711,185,Russian Federation,Republic of Korea,Maize,Export Quantity,tonnes,22276491,2055,10661873.0,KOR ,quantity,221090.0
199,2568685,230,Ukraine,Republic of Korea,Maize,Export Quantity,tonnes,22276491,2055,10661873.0,KOR ,quantity,1320150.0
200,2057094,185,Russian Federation,Republic of Moldova,Maize,Export Quantity,tonnes,17402340,1607,37060.0,MDA,quantity,110.0
201,2569020,230,Ukraine,Republic of Moldova,Maize,Export Quantity,tonnes,17402340,1607,37060.0,MDA,quantity,4049.0
202,2059737,185,Russian Federation,Sweden,Maize,Export Quantity,tonnes,29221195,2853,58865.0,SWE,quantity,2806.0
203,2060588,185,Russian Federation,Tajikistan,Maize,Export Quantity,tonnes,4804974,406,7041.0,TJK,quantity,63.0
204,2061430,185,Russian Federation,Turkey,Maize,Export Quantity,tonnes,34957672,3176,3273231.0,TUR,quantity,629584.0
205,2574141,230,Ukraine,Turkey,Maize,Export Quantity,tonnes,34957672,3176,3273231.0,TUR,quantity,1432014.0
206,2061803,185,Russian Federation,Turkmenistan,Maize,Export Quantity,tonnes,5944333,516,8575.0,TKM,quantity,8200.0
207,2062278,185,Russian Federation,Ukraine,Maize,Export Quantity,tonnes,26132983,2389,27956.0,UKR,quantity,655.0
208,2063012,185,Russian Federation,United Kingdom of Great Britain and Northern Ireland,Maize,Export Quantity,tonnes,52145646,4948,1892463.0,GBR,quantity,32445.0
209,2575213,230,Ukraine,United Kingdom of Great Britain and Northern Ireland,Maize,Export Quantity,tonnes,52145646,4948,1892463.0,GBR,quantity,644118.0
210,2064095,185,Russian Federation,Uzbekistan,Maize,Export Quantity,tonnes,21904956,1977,64593.0,UZB,quantity,51.0
211,2576229,230,Ukraine,Uzbekistan,Maize,Export Quantity,tonnes,21904956,1977,64593.0,UZB,quantity,150.0
212,2064488,185,Russian Federation,Viet Nam,Maize,Export Quantity,tonnes,23667150,2073,12652778.0,VNM,quantity,501182.0
213,2576528,230,Ukraine,Viet Nam,Maize,Export Quantity,tonnes,23667150,2073,12652778.0,VNM,quantity,196175.0
214,2549946,230,Ukraine,Algeria,Maize,Export Quantity,tonnes,20136315,1860,5010449.0,DZA,quantity,772579.0
215,2551603,230,Ukraine,Bangladesh,Maize,Export Quantity,tonnes,13541114,1197,2205437.0,BGD,quantity,113337.0
216,2552316,230,Ukraine,Belgium,Maize,Export Quantity,tonnes,35420600,3397,1754435.0,BEL,quantity,515561.0
217,2552698,230,Ukraine,Benin,Maize,Export Quantity,tonnes,4823016,441,1332.0,BEN,quantity,34.0
218,2553650,230,Ukraine,Canada,Maize,Export Quantity,tonnes,30087077,2835,1780401.0,CAN,quantity,10583.0
219,2555035,230,Ukraine,Costa Rica,Maize,Export Quantity,tonnes,8235413,718,962825.0,CRI,quantity,615.0
220,2555837,230,Ukraine,Czechia,Maize,Export Quantity,tonnes,22375622,2356,156419.0,CZE,quantity,3549.0
